Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
36527,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:33,,Errors,Description 11306,Minor,Near Miss,Max Avantgarde,Subcontractor,,48
21426,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,22/08/2022 08:02,,Violations,Description 19142,Critical,Near Miss,Max Avantgarde,Subcontractor,,27
21424,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:31,,Ill Health,Description 11305,Major,Near Miss,Max Avantgarde,Subcontractor,,48
13492,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,22/08/2022 07:32,,Accidents,Description 19140,Minor,Near Miss,Max Avantgarde,Subcontractor,,10
33892,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:30,,Errors,Description 11304,Critical,Near Miss,Max Avantgarde,Subcontractor,,33
21421,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:28,,Violations,Description 11303,Major,Near Miss,Max Avantgarde,Subcontractor,,11
13457,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/09/2020 07:24,,Ill Health,Description 7133,Minor,Near Miss,Max Avantgarde,Subcontractor,,56
26893,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,07/06/2022 06:32,,Accidents,Description 17803,Critical,Near Miss,Max Avantgarde,Subcontractor,,55
21419,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:26,,Errors,Description 11302,Major,Near Miss,Max Avantgarde,Subcontractor,,47
21417,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/09/2020 06:22,,Violations,Description 7101,Minor,Near Miss,Radish Horror,Subcontractor,,55
21415,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,01/11/2021 12:28,,Ill Health,Description 14157,Critical,Near Miss,Steven Toast,Subcontractor,,51
21413,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:24,,Accidents,Description 11301,Major,Near Miss,Max Avantgarde,Subcontractor,,18
21411,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:22,,Errors,Description 11300,Minor,Near Miss,Max Avantgarde,Subcontractor,,17
36509,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:20,,Violations,Description 11299,Critical,Near Miss,Max Avantgarde,Subcontractor,,50
8292,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:18,,Ill Health,Description 11298,Major,Near Miss,Max Avantgarde,Subcontractor,,57
21405,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/05/2021 06:16,,Accidents,Description 11297,Minor,Near Miss,Max Avantgarde,Subcontractor,,52
7685,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,19/08/2022 12:46,,Errors,Description 19135,Critical,Near Miss,Pooky Hook,Subcontractor,,29
25289,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,29/01/2020 11:00,,Violations,Description 4380,Major,Work Observation,Max Avantgarde,Subcontractor,,10
7689,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/05/2021 16:10,,Ill Health,Description 11294,Minor,Near Miss,Duncan Clench,Subcontractor,,21
7691,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,16/01/2020 20:06,,Accidents,Description 4054,Critical,Near Miss,Steven Toast,Subcontractor,,21
8951,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,06/09/2021 01:00,,Errors,Description 13321,Major,Property Damage Incident,Steven Toast,Subcontractor,,40
25443,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,16/01/2020 21:21,,Violations,Description 4056,Minor,Near Miss,Steven Toast,Subcontractor,,25
27742,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,16/01/2020 23:13,,Ill Health,Description 4057,Critical,Near Miss,Steven Toast,Subcontractor,,22
35047,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,13/02/2020 08:07,,Accidents,Description 4700,Major,Near Miss,Max Avantgarde,Subcontractor,,11
8943,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,09/09/2021 11:00,,Errors,Description 13405,Minor,Near Miss,Cliff Bonanza,Subcontractor,,59
8941,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,02/12/2021 09:20,,Violations,Description 14591,Critical,Environmental Incident,Max Avantgarde,Subcontractor,,38
8938,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/07/2022 13:21,,Ill Health,Description 18405,Major,Near Miss,Basil Jet,Subcontractor,,48
29481,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,13/02/2020 07:08,,Accidents,Description 4695,Minor,Work Observation,Max Avantgarde,Subcontractor,,55
40549,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,13/02/2020 07:02,,Errors,Description 4694,Critical,Near Miss,Sookie Houseboat,Subcontractor,,48
40547,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/05/2021 13:37,,Violations,Description 11324,Major,Near Miss,Axel Jacklin,Subcontractor,,33
19924,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,13/02/2020 06:56,,Ill Health,Description 4693,Minor,Near Miss,Max Avantgarde,Subcontractor,,14
19926,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/02/2022 08:26,,Accidents,Description 15494,Critical,Near Miss,Max Avantgarde,Subcontractor,,35
35097,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,09/01/2023 11:52,,Errors,Description 21218,Major,Near Miss,Susan Random,Subcontractor,,17
41329,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/05/2021 13:30,,Violations,Description 11323,Minor,Near Miss,Basil Jet,Subcontractor,,43
13418,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,09/01/2023 11:49,,Ill Health,Description 21217,Critical,Near Miss,Roy Highknock,Subcontractor,,36
40545,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/03/2021 09:48,,Accidents,Description 10522,Major,Near Miss,Max Avantgarde,Subcontractor,,13
35084,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/03/2021 09:50,,Errors,Description 10523,Minor,Near Miss,Max Avantgarde,Subcontractor,,46
41333,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/07/2022 11:30,,Violations,Description 18436,Critical,Near Miss,Basil Jet,Subcontractor,,47
33863,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 12:58,,Ill Health,Description 21608,Major,Near Miss,Steven Toast,Subcontractor,,33
9673,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,17/09/2020 07:00,,Accidents,Description 7100,Minor,Near Miss,Radish Horror,Subcontractor,,20
17336,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,09/01/2023 11:45,,Errors,Description 21216,Critical,Near Miss,Ricky Seasack,Subcontractor,,49
19549,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,05/07/2022 11:45,,Violations,Description 18422,Major,Near Miss,Nan Slack,Subcontractor,,25
21520,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 13:12,,Ill Health,Description 21611,Minor,Near Miss,Steven Toast,Subcontractor,,42
41339,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,06/06/2022 11:44,,Accidents,Description 17798,Critical,Near Miss,Warren Organ,Subcontractor,,23
41342,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,02/03/2020 08:12,,Errors,Description 5061,Major,Property Damage Incident,Steven Toast,Subcontractor,,23
19928,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,22/01/2021 06:01,,Violations,Description 9170,Minor,Near Miss,Pooky Hook,Subcontractor,,10
21325,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,15/03/2021 09:08,,Ill Health,Description 10340,Critical,Near Miss,Steven Toast,Subcontractor,,55
40542,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,02/05/2021 05:29,,Accidents,Description 11451,Major,Near Miss,Max Avantgarde,Subcontractor,,43
41344,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 14:15,,Errors,Description 21616,Minor,Near Miss,Steven Toast,Subcontractor,,59
30680,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 14:28,,Violations,Description 21618,Critical,Near Miss,Steven Toast,Subcontractor,,42
33847,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/03/2021 09:52,,Ill Health,Description 10524,Major,Near Miss,Max Avantgarde,Subcontractor,,34
42516,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,01/05/2021 12:23,,Accidents,Description 11261,Minor,Near Miss,Steven Toast,Subcontractor,,23
33829,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,09/01/2023 11:42,,Errors,Description 21214,Critical,Near Miss,Axel Jacklin,Subcontractor,,11
19931,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 14:30,,Violations,Description 21619,Major,Near Miss,Steven Toast,Subcontractor,,55
9487,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/03/2022 00:02,,Ill Health,Description 16143,Minor,Near Miss,Pooky Hook,Subcontractor,,11
41353,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,06/06/2022 10:15,,Accidents,Description 17788,Critical,Near Miss,Steven Toast,Subcontractor,,21
42482,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,02/03/2023 09:52,,Errors,Description 22223,Major,Near Miss,Steven Toast,Subcontractor,,49
41366,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,06/06/2022 07:00,,Violations,Description 17777,Minor,Near Miss,Steven Toast,Subcontractor,,52
33827,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/03/2021 09:55,,Ill Health,Description 10526,Critical,Near Miss,Max Avantgarde,Subcontractor,,10
17408,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,25/02/2020 11:17,,Accidents,Description 4983,Major,Near Miss,Max Avantgarde,Subcontractor,,44
19525,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,30/01/2023 15:32,,Errors,Description 21626,Minor,Near Miss,Steven Toast,Subcontractor,,34
36446,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,01/03/2023 12:16,,Violations,Description 22202,Critical,Near Miss,Max Avantgarde,Subcontractor,,51
19523,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,31/01/2023 00:05,,Ill Health,Description 21632,Major,Near Miss,Steven Toast,Subcontractor,,30
33870,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,06/06/2022 06:56,,Accidents,Description 17776,Minor,Near Miss,Steven Toast,Subcontractor,,60
19935,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,22/01/2021 18:00,,Errors,Description 9219,Critical,Near Miss,Jill Fan,Subcontractor,,50
29477,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,14/03/2021 11:06,,Violations,Description 10327,Major,Near Miss,Steven Toast,Subcontractor,,23
14356,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,18/08/2022 06:48,,Ill Health,Description 19106,Minor,Near Miss,Pooky Hook,Subcontractor,,28
12784,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,14/03/2021 11:03,,Accidents,Description 10326,Critical,Near Miss,Steven Toast,Subcontractor,,46
12782,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/06/2022 09:40,,Errors,Description 17832,Major,Near Miss,Max Avantgarde,Subcontractor,,60
41372,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/03/2021 10:10,,Violations,Description 10528,Minor,Near Miss,Max Avantgarde,Subcontractor,,18
17423,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,04/02/2022 08:08,,Ill Health,Description 15493,Critical,Near Miss,Max Avantgarde,Subcontractor,,28
14358,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/10/2020 08:49,,Accidents,Description 7598,Major,Near Miss,Max Avantgarde,Subcontractor,,54
14360,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/08/2020 12:35,,Errors,Description 6762,Minor,Property Damage Incident,Max Avantgarde,Subcontractor,,29
38574,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/08/2020 12:10,,Violations,Description 6761,Critical,Near Miss,Max Avantgarde,Subcontractor,,56
38572,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,31/01/2023 07:10,,Ill Health,Description 21633,Major,Near Miss,Max Avantgarde,Subcontractor,,43
9485,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,24/01/2021 13:33,,Accidents,Description 9214,Minor,Near Miss,Steven Toast,Subcontractor,,15
38570,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/10/2020 08:54,,Errors,Description 7599,Critical,Near Miss,Max Avantgarde,Subcontractor,,24
13250,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/10/2020 09:17,,Violations,Description 7600,Major,Near Miss,Max Avantgarde,Subcontractor,,52
17485,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/10/2022 09:02,,Ill Health,Description 20181,Minor,Near Miss,Max Avantgarde,Subcontractor,,46
33778,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/10/2022 08:59,,Accidents,Description 20180,Critical,Near Miss,Max Avantgarde,Subcontractor,,11
33770,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,25/02/2020 11:13,,Errors,Description 4982,Major,Near Miss,Max Avantgarde,Subcontractor,,46
25895,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/10/2022 08:51,,Violations,Description 20179,Minor,Near Miss,Max Avantgarde,Subcontractor,,14
25893,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,13/09/2020 06:27,,Ill Health,Description 6997,Critical,Near Miss,Jon Hamm,Subcontractor,,36
41382,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,25/01/2021 11:30,,Accidents,Description 9255,Major,Near Miss,Basil Jet,Subcontractor,,36
17502,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,01/06/2022 06:40,,Errors,Description 17775,Minor,Near Miss,Axel Jacklin,Subcontractor,,51
17504,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,31/05/2022 06:37,,Violations,Description 17774,Critical,Near Miss,Nan Slack,Subcontractor,,54
33768,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/09/2021 15:51,,Ill Health,Description 13612,Major,Near Miss,Steven Toast,Subcontractor,,53
25891,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/09/2021 15:47,,Accidents,Description 13611,Minor,Near Miss,Steven Toast,Subcontractor,,48
13203,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,31/01/2023 08:05,,Errors,Description 21636,Critical,Near Miss,Steven Toast,Subcontractor,,58
14439,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,25/01/2021 18:30,,Violations,Description 9257,Major,Near Miss,Susan Random,Subcontractor,,13
14441,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,25/01/2021 18:30,,Ill Health,Description 9258,Minor,Near Miss,Susan Random,Subcontractor,,16
27325,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,31/05/2022 06:33,,Accidents,Description 17773,Critical,Near Miss,Nan Slack,Subcontractor,,25
27317,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,26/09/2021 15:42,,Errors,Description 13610,Major,Near Miss,Steven Toast,Subcontractor,,25
8771,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,10/09/2020 11:07,,Violations,Description 6974,Minor,Near Miss,Max Avantgarde,Subcontractor,,14
8769,Site Activity,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/10/2020 17:00,,Ill Health,Description 7668,Critical,Near Miss,Steven Toast,Subcontractor,,28
8767,Transport,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,21/10/2020 17:00,,Accidents,Description 7669,Major,Near Miss,Steven Toast,Subcontractor,,16
22147,Production,Accrington,Bristol,51.40174017,-2.571334618,England,United Kingdom,,,16/11/2021 11:33,,Errors,Description 14389,Minor,Near Miss,Max Avantgarde,Subcontractor,,43
